2020-10-06 11:04:53,459 SSD INFO: Using 1 GPUs
2020-10-06 11:04:53,459 SSD INFO: Namespace(config_file='configs/vgg_ssd300_voc0712.yaml', distributed=False, eval_step=2500, local_rank=0, log_step=10, num_gpus=1, opts=[], save_step=2500, skip_test=False, use_tensorboard=True)
2020-10-06 11:04:53,459 SSD INFO: Loaded configuration file configs/vgg_ssd300_voc0712.yaml
2020-10-06 11:04:53,459 SSD INFO: 
MODEL:
  NUM_CLASSES: 6 #NUM_CLASSES: 21 **modify-ganyongdong-2020.10.5
INPUT:
  IMAGE_SIZE: 300
DATASETS:
  TRAIN: ("voc_2007_trainval", ) ## TRAIN: ("voc_2007_trainval", "voc_2012_trainval") **modify-ganyongdong-2020.10.5
  TEST: ("voc_2007_test", )
SOLVER:
  MAX_ITER: 60000
  LR_STEPS: [30000, 50000]
  GAMMA: 0.1
  BATCH_SIZE: 32
  LR: 5e-4

OUTPUT_DIR: 'outputs/vgg_ssd300_voc0712'

2020-10-06 11:04:53,459 SSD INFO: Running with config:
DATASETS:
  TEST: ('voc_2007_test',)
  TRAIN: ('voc_2007_trainval',)
DATA_LOADER:
  NUM_WORKERS: 8
  PIN_MEMORY: True
INPUT:
  IMAGE_SIZE: 300
  PIXEL_MEAN: [123, 117, 104]
MODEL:
  BACKBONE:
    NAME: vgg
    OUT_CHANNELS: (512, 1024, 512, 256, 256, 256)
    PRETRAINED: True
  BOX_HEAD:
    NAME: SSDBoxHead
    PREDICTOR: SSDBoxPredictor
  CENTER_VARIANCE: 0.1
  DEVICE: cuda
  META_ARCHITECTURE: SSDDetector
  NEG_POS_RATIO: 3
  NUM_CLASSES: 6
  PRIORS:
    ASPECT_RATIOS: [[2], [2, 3], [2, 3], [2, 3], [2], [2]]
    BOXES_PER_LOCATION: [4, 6, 6, 6, 4, 4]
    CLIP: True
    FEATURE_MAPS: [38, 19, 10, 5, 3, 1]
    MAX_SIZES: [60, 111, 162, 213, 264, 315]
    MIN_SIZES: [30, 60, 111, 162, 213, 264]
    STRIDES: [8, 16, 32, 64, 100, 300]
  SIZE_VARIANCE: 0.2
  THRESHOLD: 0.5
OUTPUT_DIR: outputs/vgg_ssd300_voc0712
SOLVER:
  BATCH_SIZE: 32
  GAMMA: 0.1
  LR: 0.0005
  LR_STEPS: [30000, 50000]
  MAX_ITER: 60000
  MOMENTUM: 0.9
  WARMUP_FACTOR: 0.3333333333333333
  WARMUP_ITERS: 500
  WEIGHT_DECAY: 0.0005
TEST:
  BATCH_SIZE: 10
  CONFIDENCE_THRESHOLD: 0.01
  MAX_PER_CLASS: -1
  MAX_PER_IMAGE: 100
  NMS_THRESHOLD: 0.45
2020-10-06 11:04:55,666 SSD.trainer INFO: No checkpoint found.
2020-10-06 11:04:55,672 SSD.trainer INFO: Start training ...
2020-10-06 11:05:09,567 SSD.trainer INFO: iter: 000010, lr: 0.00017, total_loss: 18.163 (18.163), reg_loss: 3.598 (3.598), cls_loss: 14.566 (14.566), time: 1.383 (1.383), eta: 23:02:40
2020-10-06 11:08:46,593 SSD.trainer INFO: iter: 000520, lr: 0.00050, total_loss: 6.062 (7.237), reg_loss: 2.197 (2.465), cls_loss: 3.864 (4.773), time: 0.424 (0.444), eta: 7:20:06
2020-10-06 11:08:50,860 SSD.trainer INFO: iter: 000530, lr: 0.00050, total_loss: 6.180 (7.218), reg_loss: 2.212 (2.460), cls_loss: 3.968 (4.757), time: 0.427 (0.444), eta: 7:19:42
2020-10-06 11:08:55,125 SSD.trainer INFO: iter: 000540, lr: 0.00050, total_loss: 6.301 (7.201), reg_loss: 2.192 (2.455), cls_loss: 4.110 (4.745), time: 0.427 (0.443), eta: 7:19:19
2020-10-06 11:08:59,364 SSD.trainer INFO: iter: 000550, lr: 0.00050, total_loss: 6.126 (7.181), reg_loss: 2.189 (2.450), cls_loss: 3.936 (4.731), time: 0.424 (0.443), eta: 7:18:53
2020-10-06 11:09:03,630 SSD.trainer INFO: iter: 000560, lr: 0.00050, total_loss: 5.835 (7.157), reg_loss: 2.076 (2.444), cls_loss: 3.760 (4.713), time: 0.427 (0.443), eta: 7:18:31
2020-10-06 11:09:07,701 SSD.trainer INFO: iter: 000570, lr: 0.00050, total_loss: 5.759 (7.132), reg_loss: 2.063 (2.437), cls_loss: 3.697 (4.696), time: 0.407 (0.442), eta: 7:17:50
2020-10-06 11:09:11,979 SSD.trainer INFO: iter: 000580, lr: 0.00050, total_loss: 5.846 (7.110), reg_loss: 2.088 (2.431), cls_loss: 3.759 (4.679), time: 0.428 (0.442), eta: 7:17:31
2020-10-06 11:09:16,237 SSD.trainer INFO: iter: 000590, lr: 0.00050, total_loss: 5.740 (7.087), reg_loss: 2.112 (2.425), cls_loss: 3.628 (4.662), time: 0.426 (0.442), eta: 7:17:10
2020-10-06 11:09:20,503 SSD.trainer INFO: iter: 000600, lr: 0.00050, total_loss: 5.602 (7.062), reg_loss: 2.034 (2.419), cls_loss: 3.568 (4.643), time: 0.427 (0.441), eta: 7:16:51
2020-10-06 11:09:24,746 SSD.trainer INFO: iter: 000610, lr: 0.00050, total_loss: 5.731 (7.040), reg_loss: 2.085 (2.413), cls_loss: 3.647 (4.627), time: 0.424 (0.441), eta: 7:16:30
2020-10-06 11:09:29,015 SSD.trainer INFO: iter: 000620, lr: 0.00050, total_loss: 5.542 (7.016), reg_loss: 1.978 (2.406), cls_loss: 3.564 (4.610), time: 0.427 (0.441), eta: 7:16:12
2020-10-06 11:09:33,211 SSD.trainer INFO: iter: 000630, lr: 0.00050, total_loss: 5.558 (6.993), reg_loss: 2.007 (2.400), cls_loss: 3.552 (4.593), time: 0.420 (0.440), eta: 7:15:48
2020-10-06 11:09:37,341 SSD.trainer INFO: iter: 000640, lr: 0.00050, total_loss: 5.662 (6.972), reg_loss: 2.021 (2.394), cls_loss: 3.641 (4.578), time: 0.413 (0.440), eta: 7:15:18
2020-10-06 11:09:41,586 SSD.trainer INFO: iter: 000650, lr: 0.00050, total_loss: 5.734 (6.953), reg_loss: 2.117 (2.390), cls_loss: 3.616 (4.563), time: 0.425 (0.440), eta: 7:15:00
2020-10-06 11:09:45,850 SSD.trainer INFO: iter: 000660, lr: 0.00050, total_loss: 5.615 (6.933), reg_loss: 2.063 (2.385), cls_loss: 3.553 (4.548), time: 0.426 (0.440), eta: 7:14:43
2020-10-06 11:09:50,139 SSD.trainer INFO: iter: 000670, lr: 0.00050, total_loss: 5.454 (6.911), reg_loss: 1.966 (2.379), cls_loss: 3.487 (4.532), time: 0.429 (0.439), eta: 7:14:29
2020-10-06 11:09:54,396 SSD.trainer INFO: iter: 000680, lr: 0.00050, total_loss: 5.424 (6.889), reg_loss: 1.978 (2.373), cls_loss: 3.446 (4.516), time: 0.426 (0.439), eta: 7:14:13
2020-10-06 11:09:58,695 SSD.trainer INFO: iter: 000690, lr: 0.00050, total_loss: 5.441 (6.868), reg_loss: 1.974 (2.367), cls_loss: 3.467 (4.501), time: 0.430 (0.439), eta: 7:14:01
2020-10-06 11:10:02,762 SSD.trainer INFO: iter: 000700, lr: 0.00050, total_loss: 5.422 (6.847), reg_loss: 1.979 (2.361), cls_loss: 3.443 (4.486), time: 0.407 (0.439), eta: 7:13:29
2020-10-06 11:10:07,050 SSD.trainer INFO: iter: 000710, lr: 0.00050, total_loss: 5.313 (6.826), reg_loss: 1.930 (2.355), cls_loss: 3.383 (4.470), time: 0.429 (0.438), eta: 7:13:16
2020-10-06 11:10:11,310 SSD.trainer INFO: iter: 000720, lr: 0.00050, total_loss: 5.354 (6.805), reg_loss: 1.966 (2.350), cls_loss: 3.389 (4.455), time: 0.426 (0.438), eta: 7:13:02
2020-10-06 11:10:15,582 SSD.trainer INFO: iter: 000730, lr: 0.00050, total_loss: 5.295 (6.785), reg_loss: 1.864 (2.343), cls_loss: 3.431 (4.441), time: 0.427 (0.438), eta: 7:12:48
2020-10-06 11:10:19,845 SSD.trainer INFO: iter: 000740, lr: 0.00050, total_loss: 5.278 (6.764), reg_loss: 1.893 (2.337), cls_loss: 3.385 (4.427), time: 0.426 (0.438), eta: 7:12:34
2020-10-06 11:10:24,128 SSD.trainer INFO: iter: 000750, lr: 0.00050, total_loss: 5.313 (6.745), reg_loss: 1.928 (2.332), cls_loss: 3.386 (4.413), time: 0.428 (0.438), eta: 7:12:22
2020-10-06 11:10:28,178 SSD.trainer INFO: iter: 000760, lr: 0.00050, total_loss: 5.327 (6.726), reg_loss: 1.951 (2.327), cls_loss: 3.376 (4.400), time: 0.405 (0.437), eta: 7:11:52
2020-10-06 11:10:32,434 SSD.trainer INFO: iter: 000770, lr: 0.00050, total_loss: 5.198 (6.707), reg_loss: 1.878 (2.321), cls_loss: 3.320 (4.386), time: 0.426 (0.437), eta: 7:11:39
2020-10-06 11:10:36,710 SSD.trainer INFO: iter: 000780, lr: 0.00050, total_loss: 5.114 (6.686), reg_loss: 1.854 (2.315), cls_loss: 3.260 (4.371), time: 0.428 (0.437), eta: 7:11:27
2020-10-06 11:10:40,977 SSD.trainer INFO: iter: 000790, lr: 0.00050, total_loss: 5.088 (6.666), reg_loss: 1.809 (2.309), cls_loss: 3.279 (4.357), time: 0.427 (0.437), eta: 7:11:15
2020-10-06 11:10:45,256 SSD.trainer INFO: iter: 000800, lr: 0.00050, total_loss: 5.235 (6.648), reg_loss: 1.885 (2.303), cls_loss: 3.350 (4.345), time: 0.428 (0.437), eta: 7:11:04
2020-10-06 11:10:49,509 SSD.trainer INFO: iter: 000810, lr: 0.00050, total_loss: 5.243 (6.631), reg_loss: 1.872 (2.298), cls_loss: 3.371 (4.333), time: 0.425 (0.437), eta: 7:10:51
2020-10-06 11:10:53,562 SSD.trainer INFO: iter: 000820, lr: 0.00050, total_loss: 5.161 (6.613), reg_loss: 1.864 (2.293), cls_loss: 3.297 (4.320), time: 0.405 (0.436), eta: 7:10:24
2020-10-06 11:10:57,834 SSD.trainer INFO: iter: 000830, lr: 0.00050, total_loss: 5.208 (6.596), reg_loss: 1.863 (2.287), cls_loss: 3.345 (4.308), time: 0.427 (0.436), eta: 7:10:13
2020-10-06 11:11:02,097 SSD.trainer INFO: iter: 000840, lr: 0.00050, total_loss: 5.068 (6.578), reg_loss: 1.793 (2.282), cls_loss: 3.276 (4.296), time: 0.426 (0.436), eta: 7:10:02
2020-10-06 11:11:06,361 SSD.trainer INFO: iter: 000850, lr: 0.00050, total_loss: 5.138 (6.561), reg_loss: 1.810 (2.276), cls_loss: 3.327 (4.285), time: 0.426 (0.436), eta: 7:09:51
2020-10-06 11:11:10,642 SSD.trainer INFO: iter: 000860, lr: 0.00050, total_loss: 5.095 (6.544), reg_loss: 1.822 (2.271), cls_loss: 3.273 (4.273), time: 0.428 (0.436), eta: 7:09:41
2020-10-06 11:11:14,918 SSD.trainer INFO: iter: 000870, lr: 0.00050, total_loss: 5.166 (6.528), reg_loss: 1.840 (2.266), cls_loss: 3.326 (4.262), time: 0.428 (0.436), eta: 7:09:31
2020-10-06 11:11:19,201 SSD.trainer INFO: iter: 000880, lr: 0.00050, total_loss: 5.108 (6.512), reg_loss: 1.855 (2.261), cls_loss: 3.254 (4.251), time: 0.428 (0.436), eta: 7:09:21
2020-10-06 11:11:23,233 SSD.trainer INFO: iter: 000890, lr: 0.00050, total_loss: 5.068 (6.495), reg_loss: 1.837 (2.256), cls_loss: 3.231 (4.239), time: 0.403 (0.435), eta: 7:08:55
2020-10-06 11:11:27,505 SSD.trainer INFO: iter: 000900, lr: 0.00050, total_loss: 5.077 (6.480), reg_loss: 1.831 (2.252), cls_loss: 3.246 (4.228), time: 0.427 (0.435), eta: 7:08:46
2020-10-06 11:11:31,783 SSD.trainer INFO: iter: 000910, lr: 0.00050, total_loss: 4.993 (6.463), reg_loss: 1.758 (2.246), cls_loss: 3.235 (4.217), time: 0.428 (0.435), eta: 7:08:36
2020-10-06 11:11:36,054 SSD.trainer INFO: iter: 000920, lr: 0.00050, total_loss: 5.089 (6.448), reg_loss: 1.809 (2.241), cls_loss: 3.280 (4.207), time: 0.427 (0.435), eta: 7:08:27
2020-10-06 11:11:40,296 SSD.trainer INFO: iter: 000930, lr: 0.00050, total_loss: 5.029 (6.433), reg_loss: 1.785 (2.237), cls_loss: 3.244 (4.197), time: 0.424 (0.435), eta: 7:08:15
2020-10-06 11:11:44,593 SSD.trainer INFO: iter: 000940, lr: 0.00050, total_loss: 5.019 (6.418), reg_loss: 1.796 (2.232), cls_loss: 3.223 (4.186), time: 0.430 (0.435), eta: 7:08:08
2020-10-06 11:11:48,642 SSD.trainer INFO: iter: 000950, lr: 0.00050, total_loss: 4.943 (6.403), reg_loss: 1.739 (2.227), cls_loss: 3.205 (4.176), time: 0.405 (0.435), eta: 7:07:45
2020-10-06 11:11:52,917 SSD.trainer INFO: iter: 000960, lr: 0.00050, total_loss: 5.005 (6.388), reg_loss: 1.785 (2.222), cls_loss: 3.220 (4.166), time: 0.428 (0.435), eta: 7:07:36
2020-10-06 11:11:57,176 SSD.trainer INFO: iter: 000970, lr: 0.00050, total_loss: 5.138 (6.375), reg_loss: 1.854 (2.218), cls_loss: 3.284 (4.157), time: 0.426 (0.434), eta: 7:07:26
2020-10-06 11:12:01,414 SSD.trainer INFO: iter: 000980, lr: 0.00050, total_loss: 4.982 (6.361), reg_loss: 1.750 (2.213), cls_loss: 3.233 (4.147), time: 0.424 (0.434), eta: 7:07:16
2020-10-06 11:12:05,681 SSD.trainer INFO: iter: 000990, lr: 0.00050, total_loss: 4.956 (6.347), reg_loss: 1.746 (2.209), cls_loss: 3.210 (4.138), time: 0.427 (0.434), eta: 7:07:07
