2020-10-08 21:55:27,681 SSD INFO: Using 2 GPUs
2020-10-08 21:55:27,681 SSD INFO: Namespace(config_file='configs/vgg_ssd300_voc0712.yaml', distributed=True, eval_step=2500, local_rank=0, log_step=10, num_gpus=2, opts=['SOLVER.WARMUP_FACTOR', '0.03333', 'SOLVER.WARMUP_ITERS', '1000'], save_step=2500, skip_test=False, use_tensorboard=True)
2020-10-08 21:55:27,681 SSD INFO: Loaded configuration file configs/vgg_ssd300_voc0712.yaml
2020-10-08 21:55:27,681 SSD INFO: 
MODEL:
  NUM_CLASSES: 7 #NUM_CLASSES: 21 **modify-ganyongdong-2020.10.5
INPUT:
  IMAGE_SIZE: 300
DATASETS:
  TRAIN: ("voc_2007_trainval", ) ## TRAIN: ("voc_2007_trainval", "voc_2012_trainval") **modify-ganyongdong-2020.10.5
  TEST: ("voc_2007_test", )
SOLVER:
  MAX_ITER: 60000
  LR_STEPS: [30000, 50000]
  GAMMA: 0.1
  BATCH_SIZE: 32
  LR: 5e-4

OUTPUT_DIR: 'outputs/vgg_ssd300_voc0712'

2020-10-08 21:55:27,682 SSD INFO: Running with config:
DATASETS:
  TEST: ('voc_2007_test',)
  TRAIN: ('voc_2007_trainval',)
DATA_LOADER:
  NUM_WORKERS: 8
  PIN_MEMORY: True
INPUT:
  IMAGE_SIZE: 300
  PIXEL_MEAN: [123, 117, 104]
MODEL:
  BACKBONE:
    NAME: vgg
    OUT_CHANNELS: (512, 1024, 512, 256, 256, 256)
    PRETRAINED: True
  BOX_HEAD:
    NAME: SSDBoxHead
    PREDICTOR: SSDBoxPredictor
  CENTER_VARIANCE: 0.1
  DEVICE: cuda
  META_ARCHITECTURE: SSDDetector
  NEG_POS_RATIO: 3
  NUM_CLASSES: 7
  PRIORS:
    ASPECT_RATIOS: [[2], [2, 3], [2, 3], [2, 3], [2], [2]]
    BOXES_PER_LOCATION: [4, 6, 6, 6, 4, 4]
    CLIP: True
    FEATURE_MAPS: [38, 19, 10, 5, 3, 1]
    MAX_SIZES: [60, 111, 162, 213, 264, 315]
    MIN_SIZES: [30, 60, 111, 162, 213, 264]
    STRIDES: [8, 16, 32, 64, 100, 300]
  SIZE_VARIANCE: 0.2
  THRESHOLD: 0.5
OUTPUT_DIR: outputs/vgg_ssd300_voc0712
SOLVER:
  BATCH_SIZE: 32
  GAMMA: 0.1
  LR: 0.0005
  LR_STEPS: [30000, 50000]
  MAX_ITER: 60000
  MOMENTUM: 0.9
  WARMUP_FACTOR: 0.03333
  WARMUP_ITERS: 1000
  WEIGHT_DECAY: 0.0005
TEST:
  BATCH_SIZE: 10
  CONFIDENCE_THRESHOLD: 0.01
  MAX_PER_CLASS: -1
  MAX_PER_IMAGE: 100
  NMS_THRESHOLD: 0.45
2020-10-08 21:55:27,970 SSD.trainer INFO: No checkpoint found.
2020-10-08 21:55:27,978 SSD.trainer INFO: Start training ...
2020-10-08 21:55:41,393 SSD.trainer INFO: iter: 000010, lr: 0.00004, total_loss: 22.065 (22.065), cls_loss: 18.336 (18.336), reg_loss: 3.729 (3.729), time: 1.331 (1.331), eta: 11:05:28
2020-10-08 21:58:23,864 SSD.trainer INFO: iter: 000270, lr: 0.00029, total_loss: 6.852 (9.434), cls_loss: 4.346 (6.674), reg_loss: 2.506 (2.760), time: 0.626 (0.651), eta: 5:22:35
2020-10-08 21:58:30,078 SSD.trainer INFO: iter: 000280, lr: 0.00030, total_loss: 6.711 (9.336), cls_loss: 4.262 (6.588), reg_loss: 2.449 (2.749), time: 0.621 (0.650), eta: 5:21:57
2020-10-08 21:58:35,892 SSD.trainer INFO: iter: 000290, lr: 0.00031, total_loss: 6.598 (9.242), cls_loss: 4.190 (6.505), reg_loss: 2.408 (2.737), time: 0.581 (0.648), eta: 5:20:41
2020-10-08 21:58:42,143 SSD.trainer INFO: iter: 000300, lr: 0.00032, total_loss: 6.611 (9.154), cls_loss: 4.197 (6.428), reg_loss: 2.414 (2.726), time: 0.625 (0.647), eta: 5:20:12
2020-10-08 21:58:48,388 SSD.trainer INFO: iter: 000310, lr: 0.00033, total_loss: 6.600 (9.072), cls_loss: 4.198 (6.356), reg_loss: 2.402 (2.716), time: 0.625 (0.646), eta: 5:19:44
2020-10-08 21:58:54,498 SSD.trainer INFO: iter: 000320, lr: 0.00034, total_loss: 6.630 (8.996), cls_loss: 4.247 (6.290), reg_loss: 2.383 (2.705), time: 0.611 (0.645), eta: 5:19:05
2020-10-08 21:59:00,462 SSD.trainer INFO: iter: 000330, lr: 0.00035, total_loss: 6.572 (8.922), cls_loss: 4.195 (6.227), reg_loss: 2.377 (2.695), time: 0.596 (0.644), eta: 5:18:15
2020-10-08 21:59:06,684 SSD.trainer INFO: iter: 000340, lr: 0.00036, total_loss: 6.519 (8.851), cls_loss: 4.157 (6.166), reg_loss: 2.362 (2.686), time: 0.622 (0.643), eta: 5:17:50
2020-10-08 21:59:12,937 SSD.trainer INFO: iter: 000350, lr: 0.00037, total_loss: 6.547 (8.786), cls_loss: 4.191 (6.109), reg_loss: 2.357 (2.676), time: 0.625 (0.642), eta: 5:17:28
2020-10-08 21:59:18,760 SSD.trainer INFO: iter: 000360, lr: 0.00038, total_loss: 6.592 (8.725), cls_loss: 4.239 (6.057), reg_loss: 2.353 (2.667), time: 0.582 (0.641), eta: 5:16:32
2020-10-08 21:59:25,033 SSD.trainer INFO: iter: 000370, lr: 0.00039, total_loss: 6.730 (8.671), cls_loss: 4.407 (6.013), reg_loss: 2.323 (2.658), time: 0.627 (0.640), eta: 5:16:15
2020-10-08 21:59:31,268 SSD.trainer INFO: iter: 000380, lr: 0.00040, total_loss: 6.558 (8.615), cls_loss: 4.209 (5.965), reg_loss: 2.349 (2.650), time: 0.624 (0.640), eta: 5:15:55
2020-10-08 21:59:37,091 SSD.trainer INFO: iter: 000390, lr: 0.00041, total_loss: 6.525 (8.562), cls_loss: 4.158 (5.919), reg_loss: 2.367 (2.643), time: 0.582 (0.638), eta: 5:15:05
2020-10-08 21:59:43,323 SSD.trainer INFO: iter: 000400, lr: 0.00042, total_loss: 6.388 (8.507), cls_loss: 4.064 (5.873), reg_loss: 2.323 (2.635), time: 0.623 (0.638), eta: 5:14:48
2020-10-08 21:59:49,577 SSD.trainer INFO: iter: 000410, lr: 0.00043, total_loss: 6.332 (8.454), cls_loss: 4.033 (5.828), reg_loss: 2.299 (2.626), time: 0.625 (0.638), eta: 5:14:32
2020-10-08 21:59:55,402 SSD.trainer INFO: iter: 000420, lr: 0.00044, total_loss: 6.390 (8.405), cls_loss: 4.093 (5.786), reg_loss: 2.297 (2.619), time: 0.583 (0.636), eta: 5:13:47
2020-10-08 22:00:01,651 SSD.trainer INFO: iter: 000430, lr: 0.00045, total_loss: 6.550 (8.362), cls_loss: 4.245 (5.751), reg_loss: 2.304 (2.611), time: 0.625 (0.636), eta: 5:13:32
2020-10-08 22:00:07,911 SSD.trainer INFO: iter: 000440, lr: 0.00046, total_loss: 6.542 (8.321), cls_loss: 4.255 (5.717), reg_loss: 2.288 (2.604), time: 0.626 (0.636), eta: 5:13:19
2020-10-08 22:00:13,745 SSD.trainer INFO: iter: 000450, lr: 0.00047, total_loss: 6.433 (8.279), cls_loss: 4.126 (5.681), reg_loss: 2.306 (2.597), time: 0.583 (0.635), eta: 5:12:38
2020-10-08 22:00:20,006 SSD.trainer INFO: iter: 000460, lr: 0.00048, total_loss: 6.351 (8.237), cls_loss: 4.070 (5.646), reg_loss: 2.281 (2.590), time: 0.626 (0.635), eta: 5:12:26
2020-10-08 22:00:26,262 SSD.trainer INFO: iter: 000470, lr: 0.00049, total_loss: 6.383 (8.197), cls_loss: 4.119 (5.614), reg_loss: 2.264 (2.584), time: 0.626 (0.634), eta: 5:12:14
2020-10-08 22:00:32,392 SSD.trainer INFO: iter: 000480, lr: 0.00050, total_loss: 6.302 (8.158), cls_loss: 4.093 (5.582), reg_loss: 2.209 (2.576), time: 0.613 (0.634), eta: 5:11:55
2020-10-08 22:00:38,367 SSD.trainer INFO: iter: 000490, lr: 0.00051, total_loss: 6.303 (8.120), cls_loss: 4.060 (5.551), reg_loss: 2.242 (2.569), time: 0.597 (0.633), eta: 5:11:26
2020-10-08 22:00:44,613 SSD.trainer INFO: iter: 000500, lr: 0.00052, total_loss: 6.314 (8.084), cls_loss: 4.083 (5.522), reg_loss: 2.231 (2.562), time: 0.625 (0.633), eta: 5:11:15
2020-10-08 22:00:50,867 SSD.trainer INFO: iter: 000510, lr: 0.00053, total_loss: 6.521 (8.053), cls_loss: 4.274 (5.497), reg_loss: 2.247 (2.556), time: 0.625 (0.633), eta: 5:11:04
2020-10-08 22:00:56,698 SSD.trainer INFO: iter: 000520, lr: 0.00054, total_loss: 6.539 (8.024), cls_loss: 4.304 (5.474), reg_loss: 2.235 (2.550), time: 0.583 (0.632), eta: 5:10:30
2020-10-08 22:01:02,962 SSD.trainer INFO: iter: 000530, lr: 0.00055, total_loss: 6.308 (7.992), cls_loss: 4.087 (5.448), reg_loss: 2.221 (2.544), time: 0.626 (0.632), eta: 5:10:20
2020-10-08 22:01:09,233 SSD.trainer INFO: iter: 000540, lr: 0.00056, total_loss: 6.128 (7.957), cls_loss: 3.948 (5.420), reg_loss: 2.180 (2.537), time: 0.627 (0.632), eta: 5:10:11
2020-10-08 22:01:15,076 SSD.trainer INFO: iter: 000550, lr: 0.00056, total_loss: 6.129 (7.924), cls_loss: 3.969 (5.394), reg_loss: 2.160 (2.530), time: 0.584 (0.631), eta: 5:09:40
2020-10-08 22:01:21,341 SSD.trainer INFO: iter: 000560, lr: 0.00057, total_loss: 6.345 (7.896), cls_loss: 4.139 (5.371), reg_loss: 2.207 (2.524), time: 0.627 (0.631), eta: 5:09:31
2020-10-08 22:01:27,629 SSD.trainer INFO: iter: 000570, lr: 0.00058, total_loss: 6.280 (7.867), cls_loss: 4.080 (5.349), reg_loss: 2.200 (2.519), time: 0.629 (0.631), eta: 5:09:24
2020-10-08 22:01:33,486 SSD.trainer INFO: iter: 000580, lr: 0.00059, total_loss: 6.092 (7.837), cls_loss: 3.953 (5.325), reg_loss: 2.139 (2.512), time: 0.586 (0.630), eta: 5:08:54
2020-10-08 22:01:39,778 SSD.trainer INFO: iter: 000590, lr: 0.00060, total_loss: 6.047 (7.806), cls_loss: 3.911 (5.301), reg_loss: 2.136 (2.506), time: 0.629 (0.630), eta: 5:08:48
2020-10-08 22:01:46,043 SSD.trainer INFO: iter: 000600, lr: 0.00061, total_loss: 6.126 (7.778), cls_loss: 3.950 (5.278), reg_loss: 2.176 (2.500), time: 0.626 (0.630), eta: 5:08:40
2020-10-08 22:01:51,883 SSD.trainer INFO: iter: 000610, lr: 0.00062, total_loss: 5.941 (7.748), cls_loss: 3.844 (5.255), reg_loss: 2.096 (2.494), time: 0.584 (0.629), eta: 5:08:11
2020-10-08 22:01:58,163 SSD.trainer INFO: iter: 000620, lr: 0.00063, total_loss: 6.117 (7.722), cls_loss: 4.021 (5.235), reg_loss: 2.096 (2.487), time: 0.628 (0.629), eta: 5:08:04
2020-10-08 22:02:04,448 SSD.trainer INFO: iter: 000630, lr: 0.00064, total_loss: 6.628 (7.705), cls_loss: 4.464 (5.223), reg_loss: 2.163 (2.482), time: 0.628 (0.629), eta: 5:07:58
2020-10-08 22:02:10,595 SSD.trainer INFO: iter: 000640, lr: 0.00065, total_loss: 6.379 (7.684), cls_loss: 4.232 (5.207), reg_loss: 2.147 (2.477), time: 0.615 (0.629), eta: 5:07:45
2020-10-08 22:02:16,574 SSD.trainer INFO: iter: 000650, lr: 0.00066, total_loss: 6.065 (7.659), cls_loss: 3.978 (5.188), reg_loss: 2.087 (2.471), time: 0.598 (0.628), eta: 5:07:25
2020-10-08 22:02:22,846 SSD.trainer INFO: iter: 000660, lr: 0.00067, total_loss: 5.933 (7.633), cls_loss: 3.846 (5.168), reg_loss: 2.087 (2.465), time: 0.627 (0.628), eta: 5:07:18
2020-10-08 22:02:29,110 SSD.trainer INFO: iter: 000670, lr: 0.00068, total_loss: 5.829 (7.606), cls_loss: 3.799 (5.147), reg_loss: 2.031 (2.458), time: 0.626 (0.628), eta: 5:07:11
2020-10-08 22:02:34,976 SSD.trainer INFO: iter: 000680, lr: 0.00069, total_loss: 6.046 (7.583), cls_loss: 3.978 (5.130), reg_loss: 2.067 (2.453), time: 0.587 (0.628), eta: 5:06:46
2020-10-08 22:02:41,237 SSD.trainer INFO: iter: 000690, lr: 0.00070, total_loss: 6.099 (7.561), cls_loss: 4.085 (5.115), reg_loss: 2.014 (2.446), time: 0.626 (0.628), eta: 5:06:39
2020-10-08 22:02:47,512 SSD.trainer INFO: iter: 000700, lr: 0.00071, total_loss: 5.993 (7.539), cls_loss: 3.916 (5.098), reg_loss: 2.077 (2.441), time: 0.627 (0.628), eta: 5:06:33
2020-10-08 22:02:53,387 SSD.trainer INFO: iter: 000710, lr: 0.00072, total_loss: 5.913 (7.516), cls_loss: 3.894 (5.081), reg_loss: 2.019 (2.435), time: 0.588 (0.627), eta: 5:06:10
2020-10-08 22:02:59,662 SSD.trainer INFO: iter: 000720, lr: 0.00073, total_loss: 6.048 (7.496), cls_loss: 3.997 (5.066), reg_loss: 2.051 (2.430), time: 0.627 (0.627), eta: 5:06:04
2020-10-08 22:03:05,965 SSD.trainer INFO: iter: 000730, lr: 0.00074, total_loss: 6.092 (7.477), cls_loss: 4.059 (5.052), reg_loss: 2.034 (2.424), time: 0.630 (0.627), eta: 5:05:59
2020-10-08 22:03:11,835 SSD.trainer INFO: iter: 000740, lr: 0.00075, total_loss: 6.112 (7.458), cls_loss: 4.080 (5.039), reg_loss: 2.031 (2.419), time: 0.587 (0.627), eta: 5:05:37
2020-10-08 22:03:18,278 SSD.trainer INFO: iter: 000750, lr: 0.00076, total_loss: 5.970 (7.438), cls_loss: 3.936 (5.024), reg_loss: 2.034 (2.414), time: 0.644 (0.627), eta: 5:05:37
2020-10-08 22:03:24,603 SSD.trainer INFO: iter: 000760, lr: 0.00077, total_loss: 5.717 (7.416), cls_loss: 3.721 (5.007), reg_loss: 1.995 (2.408), time: 0.633 (0.627), eta: 5:05:33
2020-10-08 22:03:30,411 SSD.trainer INFO: iter: 000770, lr: 0.00078, total_loss: 5.771 (7.394), cls_loss: 3.768 (4.991), reg_loss: 2.003 (2.403), time: 0.581 (0.626), eta: 5:05:09
2020-10-08 22:03:36,648 SSD.trainer INFO: iter: 000780, lr: 0.00079, total_loss: 5.843 (7.374), cls_loss: 3.807 (4.976), reg_loss: 2.036 (2.398), time: 0.624 (0.626), eta: 5:05:02
2020-10-08 22:03:42,867 SSD.trainer INFO: iter: 000790, lr: 0.00080, total_loss: 5.753 (7.354), cls_loss: 3.753 (4.960), reg_loss: 2.000 (2.393), time: 0.622 (0.626), eta: 5:04:54
2020-10-08 22:03:48,984 SSD.trainer INFO: iter: 000800, lr: 0.00081, total_loss: 5.626 (7.332), cls_loss: 3.648 (4.944), reg_loss: 1.978 (2.388), time: 0.612 (0.626), eta: 5:04:43
2020-10-08 22:03:54,918 SSD.trainer INFO: iter: 000810, lr: 0.00082, total_loss: 5.702 (7.312), cls_loss: 3.667 (4.928), reg_loss: 2.035 (2.384), time: 0.593 (0.626), eta: 5:04:24
2020-10-08 22:04:01,142 SSD.trainer INFO: iter: 000820, lr: 0.00083, total_loss: 5.806 (7.294), cls_loss: 3.812 (4.915), reg_loss: 1.994 (2.379), time: 0.622 (0.626), eta: 5:04:17
2020-10-08 22:04:07,353 SSD.trainer INFO: iter: 000830, lr: 0.00084, total_loss: 5.640 (7.274), cls_loss: 3.706 (4.900), reg_loss: 1.934 (2.374), time: 0.621 (0.626), eta: 5:04:09
2020-10-08 22:04:13,151 SSD.trainer INFO: iter: 000840, lr: 0.00085, total_loss: 5.784 (7.256), cls_loss: 3.814 (4.887), reg_loss: 1.970 (2.369), time: 0.580 (0.625), eta: 5:03:47
2020-10-08 22:04:19,381 SSD.trainer INFO: iter: 000850, lr: 0.00085, total_loss: 5.499 (7.235), cls_loss: 3.613 (4.872), reg_loss: 1.886 (2.363), time: 0.623 (0.625), eta: 5:03:40
2020-10-08 22:04:25,598 SSD.trainer INFO: iter: 000860, lr: 0.00086, total_loss: 5.526 (7.216), cls_loss: 3.620 (4.858), reg_loss: 1.906 (2.358), time: 0.622 (0.625), eta: 5:03:33
2020-10-08 22:04:31,393 SSD.trainer INFO: iter: 000870, lr: 0.00087, total_loss: 5.560 (7.197), cls_loss: 3.659 (4.844), reg_loss: 1.901 (2.353), time: 0.580 (0.624), eta: 5:03:11
2020-10-08 22:04:37,638 SSD.trainer INFO: iter: 000880, lr: 0.00088, total_loss: 5.485 (7.177), cls_loss: 3.599 (4.830), reg_loss: 1.886 (2.347), time: 0.624 (0.624), eta: 5:03:05
2020-10-08 22:04:43,868 SSD.trainer INFO: iter: 000890, lr: 0.00089, total_loss: 5.596 (7.159), cls_loss: 3.689 (4.817), reg_loss: 1.906 (2.342), time: 0.623 (0.624), eta: 5:02:58
2020-10-08 22:04:49,686 SSD.trainer INFO: iter: 000900, lr: 0.00090, total_loss: 5.864 (7.145), cls_loss: 3.898 (4.807), reg_loss: 1.966 (2.338), time: 0.582 (0.624), eta: 5:02:38
2020-10-08 22:04:55,907 SSD.trainer INFO: iter: 000910, lr: 0.00091, total_loss: 5.648 (7.128), cls_loss: 3.705 (4.795), reg_loss: 1.943 (2.334), time: 0.622 (0.624), eta: 5:02:31
2020-10-08 22:05:02,152 SSD.trainer INFO: iter: 000920, lr: 0.00092, total_loss: 5.584 (7.112), cls_loss: 3.711 (4.783), reg_loss: 1.873 (2.329), time: 0.624 (0.624), eta: 5:02:25
2020-10-08 22:05:07,962 SSD.trainer INFO: iter: 000930, lr: 0.00093, total_loss: 5.334 (7.093), cls_loss: 3.519 (4.769), reg_loss: 1.815 (2.323), time: 0.581 (0.624), eta: 5:02:05
2020-10-08 22:05:14,196 SSD.trainer INFO: iter: 000940, lr: 0.00094, total_loss: 5.282 (7.073), cls_loss: 3.443 (4.755), reg_loss: 1.840 (2.318), time: 0.623 (0.624), eta: 5:01:59
2020-10-08 22:05:20,430 SSD.trainer INFO: iter: 000950, lr: 0.00095, total_loss: 5.302 (7.055), cls_loss: 3.450 (4.741), reg_loss: 1.852 (2.313), time: 0.623 (0.624), eta: 5:01:53
2020-10-08 22:05:26,520 SSD.trainer INFO: iter: 000960, lr: 0.00096, total_loss: 5.210 (7.035), cls_loss: 3.408 (4.727), reg_loss: 1.802 (2.308), time: 0.609 (0.623), eta: 5:01:42
2020-10-08 22:05:32,464 SSD.trainer INFO: iter: 000970, lr: 0.00097, total_loss: 5.377 (7.018), cls_loss: 3.547 (4.715), reg_loss: 1.830 (2.303), time: 0.594 (0.623), eta: 5:01:27
2020-10-08 22:05:38,708 SSD.trainer INFO: iter: 000980, lr: 0.00098, total_loss: 5.339 (7.001), cls_loss: 3.511 (4.703), reg_loss: 1.828 (2.298), time: 0.624 (0.623), eta: 5:01:22
